brewery_id,score,username,text,style,abv,brewery_name,beer_name
1463,3,bark,Best Mustard,Euro Pale Lager,2.8,Harboes Bryggeri A/S,"Harboe Classic 2,8%"
1454,4,schoolcb,Awesome Mustard is Right!,American Amber / Red Lager,5,Broad Ripple Brew Pub,Amarillo Lager
1454,5,JamesS,great product,American Amber / Red Lager,5,Broad Ripple Brew Pub,Amarillo Lager
1454,4,schoolcb,Love this product,Scottish Ale,5.7,Broad Ripple Brew Pub,Replic Ale
1454,4.5,1fastz28,Oldie but goodie,Witbier,4.5,Broad Ripple Brew Pub,Wheat Beer
1454,3,schoolcb,LOVE THE JAR,Witbier,4.5,Broad Ripple Brew Pub,Wheat Beer
1454,3,JamesS,soft lips,Witbier,4.5,Broad Ripple Brew Pub,Wheat Beer
1454,2.5,Generik420,"Love the jar, fits in my pocket",Witbier,4.5,Broad Ripple Brew Pub,Wheat Beer
1454,3,Dogbrick,Carmax,Witbier,4.5,Broad Ripple Brew Pub,Wheat Beer
1454,1,TheDM,"Buy two, you will be glad you did!",Witbier,4.5,Broad Ripple Brew Pub,Wheat Beer
1454,4,JamesS,Good and reliable product,Märzen / Oktoberfest,5.5,Broad Ripple Brew Pub,Oktoberfest
1454,4.5,danielocean03,Love the feeling,Märzen / Oktoberfest,5.5,Broad Ripple Brew Pub,Oktoberfest
1454,4.5,BlackAngus,Makeup necessity!,Märzen / Oktoberfest,5.5,Broad Ripple Brew Pub,Oktoberfest
1454,4.5,danielocean03,Truest love,Märzen / Oktoberfest,5.5,Broad Ripple Brew Pub,Oktoberfest
1454,4.5,JamesS,Easy and Convenient!,American Black Ale,6,Broad Ripple Brew Pub,Black IPA
1454,5,RustyShackleford,Original is the best,Märzen / Oktoberfest,5.5,Broad Ripple Brew Pub,Oktoberfest
1454,3.5,zerk,Soft lips,Märzen / Oktoberfest,5.5,Broad Ripple Brew Pub,Oktoberfest
1454,4.5,JamesS,Ms,Saison / Farmhouse Ale,5,Broad Ripple Brew Pub,Winter Wheat
1454,3.5,tmoneyba,Nothing works better!,English Brown Ale,,Broad Ripple Brew Pub,Broad Ripple Diving Duck American Brown Ale
1454,2,mcallister,Great features!!,English Brown Ale,,Broad Ripple Brew Pub,Broad Ripple Diving Duck American Brown Ale
1454,4,Dogbrick,great stuff,English Brown Ale,,Broad Ripple Brew Pub,Broad Ripple Diving Duck American Brown Ale
1454,4.5,baos,Great,American Stout,,Broad Ripple Brew Pub,Broad Ripple Stout
1454,4,Dogbrick,awesome results,American Stout,,Broad Ripple Brew Pub,Broad Ripple Stout
1454,5,JamesS,great product,English Strong Ale,7.7,Broad Ripple Brew Pub,Limping Mallard
1454,5,ktrillionaire,Great product,English Strong Ale,7.7,Broad Ripple Brew Pub,Limping Mallard
1454,4,robwestcott,Great product,American Black Ale,6,Broad Ripple Brew Pub,Black IPA
1454,2,Kasia,the only lip balm I use,American Black Ale,6,Broad Ripple Brew Pub,Black IPA
1454,4.5,908carson,Sexy lips,English Strong Ale,8.4,Broad Ripple Brew Pub,Bigger Boy's Beer
1454,5,JamesS,Great relief,American Pale Ale (APA),5,Broad Ripple Brew Pub,Extra Pale Ale
1454,3.5,rhoadsrage,Refreshimg,American Pale Ale (APA),5,Broad Ripple Brew Pub,Extra Pale Ale
1454,5,908carson,My favorite!,American Porter,6,Broad Ripple Brew Pub,Monon Porter
1454,3.5,thedrewski86,love lip balm,American Porter,6,Broad Ripple Brew Pub,Monon Porter
1454,4.5,danielocean03,A little messy but worth it,American Porter,6,Broad Ripple Brew Pub,Monon Porter
1454,5,JamesS,Works great for chapped lips!,American Porter,6,Broad Ripple Brew Pub,Monon Porter
1454,5,JamesS,carmex Jar,Märzen / Oktoberfest,5.2,Broad Ripple Brew Pub,Marzen
1454,2,ktrillionaire,Smooth lips,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,1.5,alleykatking,Never Chapped,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,2,mynie,Carwax is great,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,3.5,thedrewski86,Creamiest,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,2,Tode,Great product.,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,2.5,BrewIndy,Classic favorite,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,4,FtownThrowDown,Love that it helps my lips,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,3.5,hopdog,SOFT LIPS!,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,3.5,schoolcb,It's magical,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,5,JamesS,No cracks,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,3.5,BlackAngus,Love the jar,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,4,woodychandler,Good for chapped lips,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,4,Bierguy5,convenient works well,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,3,blitheringidiot,Works great!,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,4,Dogbrick,Works well,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,4,zerk,Tells me what I need to know,American IPA,6.2,Broad Ripple Brew Pub,I.P.A.
1454,3.5,robwestcott,I always get this because my lips are always dry.,American Porter,6,Broad Ripple Brew Pub,Jack Daniels Barrel Aged Porter
1454,5,JamesS,The best relief,American Porter,6,Broad Ripple Brew Pub,Jack Daniels Barrel Aged Porter
1454,5,JamesS,Love it!,English Strong Ale,8.4,Broad Ripple Brew Pub,Bigger Boy's Beer
1454,2.5,salvo,For your home.,English Strong Ale,8.4,Broad Ripple Brew Pub,Bigger Boy's Beer
1454,4,Dogbrick,Feels great on my lips.,English Barleywine,,Broad Ripple Brew Pub,Broad Ripple Ankle Biter 2003
1454,4.5,JamesS,Amazing product!,Milk / Sweet Stout,5.6,Broad Ripple Brew Pub,Sparky's Chocolate Milk Stout
1454,4,Brettster,really healing,English Dark Mild Ale,,Broad Ripple Brew Pub,Red Bird Mild
1454,4,tmoneyba,Mr,English Dark Mild Ale,,Broad Ripple Brew Pub,Red Bird Mild
1454,5,JamesS,Winter Necessity,English Dark Mild Ale,,Broad Ripple Brew Pub,Red Bird Mild
1454,3.5,BlackAngus,Great Lip Balm,English Dark Mild Ale,,Broad Ripple Brew Pub,Red Bird Mild
1454,4.5,mikesgroove,Works great and price is right!,Russian Imperial Stout,10.5,Broad Ripple Brew Pub,Broad Ripple Evilsizors Russian Imperial Stout
1454,4,sprinkle,Great product,Russian Imperial Stout,10.5,Broad Ripple Brew Pub,Broad Ripple Evilsizors Russian Imperial Stout
1454,4,JamesS,awesome,Hefeweizen,4.5,Broad Ripple Brew Pub,Hefe Weizen
1454,3.5,JamesS,Gotta Have One,German Pilsener,5.2,Broad Ripple Brew Pub,Pilsner
1454,2,BlackAngus,The Go To,German Pilsener,5.2,Broad Ripple Brew Pub,Pilsner
1454,3.5,beveritt,Covers great,English Barleywine,,Broad Ripple Brew Pub,"Ankle Biter Ale ""06"
1454,4,beveritt,cracked lips,English Barleywine,9.8,Broad Ripple Brew Pub,Ankle Biter Ale '07
1454,5,JamesS,plump lips,American Pale Ale (APA),5,Broad Ripple Brew Pub,Amarillo Single Hop Pale Ale
1454,5,JamesS,chapped Lips Doctor,American Double / Imperial IPA,9,Broad Ripple Brew Pub,Hopcicle Double IPA
1454,4,tmoneyba,Great product,American Double / Imperial IPA,9,Broad Ripple Brew Pub,Hopcicle Double IPA
1454,4.5,908carson,Great product,American Double / Imperial IPA,9,Broad Ripple Brew Pub,Hopcicle Double IPA
1454,4.5,brundo4,My lips love this stuff,American Double / Imperial IPA,9,Broad Ripple Brew Pub,Hopcicle Double IPA
1454,4,thedrewski86,Great Stuff,American Double / Imperial IPA,9,Broad Ripple Brew Pub,Hopcicle Double IPA
1454,4.5,JamesS,Love it,Fruit / Vegetable Beer,5.5,Broad Ripple Brew Pub,Apple Chucker
1454,5,JamesS,It works!,American Double / Imperial Stout,8,Broad Ripple Brew Pub,Ackerman's Imperial Double Stout (Winterfest Replicale 2011)
1454,5,ktrillionaire,Great product,Kölsch,,Broad Ripple Brew Pub,Kölsch
1454,5,Brettster,Super easy to Carry around,American Porter,,Broad Ripple Brew Pub,Porter
1454,4,rhoadsrage,Love soft lips,American Porter,,Broad Ripple Brew Pub,Porter
1454,4,mcallister,Scottish curlers love Carmex!,American Porter,,Broad Ripple Brew Pub,Porter
1454,4,BlackAngus,Best Product Ever!,American Porter,,Broad Ripple Brew Pub,Porter
1454,4,zerk,the original jar,American Porter,,Broad Ripple Brew Pub,Porter
1454,5,ktrillionaire,Love the feeling,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4,thedrewski86,The best!,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,3.5,cnally,The original!,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4,schoolcb,Great products,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4.5,JamesS,good for chapped lips,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4,rhoadsrage,Makes lip so soft!,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4,robwestcott,neet,American Double / Imperial Stout,8,Broad Ripple Brew Pub,Ackerman's Imperial Double Stout (Indiana Replicale 2011)
1454,5,JamesS,LOVE IT! ! !,English Bitter,5.3,Broad Ripple Brew Pub,T.J.'s Best Bitter
1454,5,Ricochet,Mrs,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,5,Generik420,Been using for years,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4,BlackAngus,Very Moisturizing,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4.5,Bierguy5,great product,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4.5,Jon,works great,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4,Dogbrick,best one,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4.5,Viking,Love me some carmex,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,4.5,zerk,Great for relief in cold weather,Extra Special / Strong Bitter (ESB),5.6,Broad Ripple Brew Pub,E.S.B.
1454,5,ktrillionaire,Great and easy to put on,Schwarzbier,,Broad Ripple Brew Pub,Replic Ale (2010)
1454,5,JamesS,carmex good,California Common / Steam Beer,5,Broad Ripple Brew Pub,California Common
1454,4,mynie,really works,Irish Dry Stout,4.8,Broad Ripple Brew Pub,Finneen's Auld Sod Stout
1454,3,heliosphann,soothing,English Bitter,5.3,Broad Ripple Brew Pub,T.J.'s Best Bitter
1454,4,leftmindedrighty,HANDY TO HAVE AROUND!,English Bitter,5.3,Broad Ripple Brew Pub,T.J.'s Best Bitter
1454,5,shbobdb,My help for my lips.,English Bitter,5.3,Broad Ripple Brew Pub,T.J.'s Best Bitter
1454,4,BlackAngus,GREAT PRODUCT,English Bitter,5.3,Broad Ripple Brew Pub,T.J.'s Best Bitter
1454,4.5,Sephiroth,Good Stuff,English Bitter,5.3,Broad Ripple Brew Pub,T.J.'s Best Bitter
1454,4.5,Bierguy5,feels great on lips,English Bitter,5.3,Broad Ripple Brew Pub,T.J.'s Best Bitter
1454,4.5,zerk,Sitting by the pool bar in Vegas,English Bitter,5.3,Broad Ripple Brew Pub,T.J.'s Best Bitter
1454,4,schoolcb,Best Overall,American Pale Ale (APA),5,Broad Ripple Brew Pub,Broad Ripple Lawnmower Pale Ale
1454,4,Shades,The Classic is Always the BEST!,American Pale Ale (APA),5,Broad Ripple Brew Pub,Broad Ripple Lawnmower Pale Ale
1454,3.5,JamesS,awesome,American Pale Ale (APA),5,Broad Ripple Brew Pub,Broad Ripple Lawnmower Pale Ale
1454,4,BlackAngus,easy to use and hold on to,American Pale Ale (APA),5,Broad Ripple Brew Pub,Broad Ripple Lawnmower Pale Ale
1454,3,Dogbrick,Lip Healer,American Pale Ale (APA),5,Broad Ripple Brew Pub,Broad Ripple Lawnmower Pale Ale
1454,5,JamesS,Good stuff,Irish Dry Stout,4.8,Broad Ripple Brew Pub,Finneen's Auld Sod Stout
2055,4,ReluctantScooper,Excellent product,Czech Pilsener,,Bernard Family Brewery,Bernard Nefiltrovaný (unfiltered)
1454,4.5,leftmindedrighty,quick healer,Irish Dry Stout,4.8,Broad Ripple Brew Pub,Finneen's Auld Sod Stout
1454,3,JamesS,Treat your lips.,American Double / Imperial Stout,8,Broad Ripple Brew Pub,2001 - A Stout Odyssey
1454,4,JamesS,Awesome,Altbier,5.2,Broad Ripple Brew Pub,Herr Kevin's Alt Bier
1454,5,JamesS,wicked good stuff!!!,Euro Dark Lager,5.9,Broad Ripple Brew Pub,Black Heart Lager
1454,4.5,BrewIndy,original is were it is at,Euro Dark Lager,5.9,Broad Ripple Brew Pub,Black Heart Lager
1454,3.5,cnally,Handy Dandy,Euro Dark Lager,5.9,Broad Ripple Brew Pub,Black Heart Lager
1454,4,tmoneyba,Handy Jar!,Euro Dark Lager,5.9,Broad Ripple Brew Pub,Black Heart Lager
1454,4,schoolcb,Smooth moves!,Euro Dark Lager,5.9,Broad Ripple Brew Pub,Black Heart Lager
1454,4.5,brundo4,Carmex,Scotch Ale / Wee Heavy,7.7,Broad Ripple Brew Pub,Wee Alec Heavy
1454,5,JamesS,Soft,Scotch Ale / Wee Heavy,7.7,Broad Ripple Brew Pub,Wee Alec Heavy
1454,3,beveritt,Long Trusted Friend,Scotch Ale / Wee Heavy,7.7,Broad Ripple Brew Pub,Wee Alec Heavy
1454,4,BlackAngus,great product,Scotch Ale / Wee Heavy,7.7,Broad Ripple Brew Pub,Wee Alec Heavy
1454,4,Bierguy5,worked great,Scotch Ale / Wee Heavy,7.7,Broad Ripple Brew Pub,Wee Alec Heavy
1454,5,RustyShackleford,Love Carmex,Scotch Ale / Wee Heavy,7.7,Broad Ripple Brew Pub,Wee Alec Heavy
1454,3.5,zerk,great product,Scotch Ale / Wee Heavy,7.7,Broad Ripple Brew Pub,Wee Alec Heavy
1454,5,JamesS,cool tin,English Pale Ale,5,Broad Ripple Brew Pub,Lawn Mower Pale Ale
1454,4.5,brundo4,Best lip product,English Pale Ale,5,Broad Ripple Brew Pub,Lawn Mower Pale Ale
1454,4.5,JamesS,Works its just that,American Porter,6,Broad Ripple Brew Pub,Bjava Porter
1454,4.5,BrewIndy,The best,American Pale Ale (APA),5.5,Broad Ripple Brew Pub,Dual Citizenship Ale
1454,4,JamesS,Sweet Memories,American Pale Ale (APA),5.5,Broad Ripple Brew Pub,Dual Citizenship Ale
1454,4.5,Generik420,excellent product for dry chapped lips,English Pale Ale,,Broad Ripple Brew Pub,15th Anniversary
1454,3.5,blitheringidiot,great product,English Pale Ale,,Broad Ripple Brew Pub,15th Anniversary
1454,5,Generik420,Always liked the original jar,Saison / Farmhouse Ale,5.9,Broad Ripple Brew Pub,Farmhouse Ale
1454,5,BlackAngus,perfect tin,Saison / Farmhouse Ale,5.9,Broad Ripple Brew Pub,Farmhouse Ale
1454,5,JamesS,Totally in love with,American Pale Ale (APA),5,Broad Ripple Brew Pub,Centennial Pale Ale
1454,5,JamesS,LIP MAGIC,American Pale Ale (APA),5.5,Broad Ripple Brew Pub,Wobbly Bob APA
1454,5,ktrillionaire,Winter relief,American Pale Ale (APA),5.5,Broad Ripple Brew Pub,Wobbly Bob APA
1454,5,908carson,Great product,American Pale Ale (APA),5.5,Broad Ripple Brew Pub,Wobbly Bob APA
1454,4.5,Tode,Very compact!,American Pale Ale (APA),5.5,Broad Ripple Brew Pub,Wobbly Bob APA
1454,4.5,alleykatking,Nothing better than the original!,American Pale Ale (APA),5.5,Broad Ripple Brew Pub,Wobbly Bob APA
1454,4,Jon,Works great!!,American Pale Ale (APA),5.5,Broad Ripple Brew Pub,Wobbly Bob APA
1454,5,zerk,I've used it for years!,American Pale Ale (APA),5.5,Broad Ripple Brew Pub,Wobbly Bob APA
1454,4,zerk,My winter favorite!,English Barleywine,,Broad Ripple Brew Pub,Broad Ripple Ankle Biter 2004
1454,4,Jon,Love in a jar,English Barleywine,,Broad Ripple Brew Pub,Broad Ripple Ankle Biter 2004
1454,4.5,Dogbrick,Smooth Lips!,English Barleywine,,Broad Ripple Brew Pub,Broad Ripple Ankle Biter 2004
1454,4.5,JamesS,great for everyday use,Pumpkin Ale,4.5,Broad Ripple Brew Pub,Pumpkin Ale
1454,3,tmoneyba,Awesome,Pumpkin Ale,4.5,Broad Ripple Brew Pub,Pumpkin Ale
1454,2,BlackAngus,Carmex,Pumpkin Ale,4.5,Broad Ripple Brew Pub,Pumpkin Ale
850,3,ChainGangGuy,love the feel on my lips,Belgian IPA,,Moon River Brewing Company,Georgia Belgique
850,3.5,glid02,Awesomeness In A Jar!!,Belgian IPA,,Moon River Brewing Company,Georgia Belgique
850,3.5,jsanford,I recomendes,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,2.5,donniecuffs,my go to,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4,smcolw,The Jar is the bomb!,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4,Hojaminbag,Great product!,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4,Ragingbull,:),Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4,oberon,Does what it needs to do,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,ChainGangGuy,Classic coverage!,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,3,Gavage,Great for the Farm,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,2.5,northyorksammy,Works so well!!,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4,mnfinnkidd,Perfect,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,3.5,Mickelswit,Love the Jar,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4,Georgiabeer,Love it,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4.5,Graebner,Love the convenience,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4.5,nadiezhda,A classic!,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4,sinistrsam,Perfect,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4,asabreed,Convenient Package,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4,GusterFan,Heals and protects,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4.5,aracauna,Soo soothing,Witbier,4.8,Moon River Brewing Company,Wild Wacky Wit
850,4,jsanford,Love Carmen in the jar,English Bitter,4.8,Moon River Brewing Company,Apparition Ale Cask With Sovereign Hops
850,4,jsanford,C a R m E x: Best lipcare product out there!!,Belgian Strong Pale Ale,6,Moon River Brewing Company,Six Degrees Belgian Golden Ale
850,4,MSchae1017,Love it classic,American Pale Ale (APA),4.2,Moon River Brewing Company,X-Extra Pale Ale
850,3.5,glid02,Can't live without,Belgian Pale Ale,,Moon River Brewing Company,Goin' Monk
850,3.5,bigfnjoe,Great Lid!,American Amber / Red Ale,4.2,Moon River Brewing Company,Ogeechee Amber Ale
850,3.5,Mickelswit,"Carmex,to the rescue!",American Amber / Red Ale,4.2,Moon River Brewing Company,Ogeechee Amber Ale
850,4.5,aracauna,I have used this since grade school!,American Amber / Red Ale,4.2,Moon River Brewing Company,Ogeechee Amber Ale
850,4,metter98,Comfort,American IPA,5.8,Moon River Brewing Company,Rosemary IPA
850,4,Aiptasia,Always with Me,American IPA,5.8,Moon River Brewing Company,Rosemary IPA
850,4,ChBass,Only one to use!,American IPA,5.8,Moon River Brewing Company,Rosemary IPA
850,4.5,MSchae1017,love the jar,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,jsanford,great product,American IPA,5.8,Moon River Brewing Company,Rosemary IPA
850,3,dragonWhale,The best lip balm on the market!,American IPA,5.8,Moon River Brewing Company,Rosemary IPA
850,4,JayQue,best ever,American IPA,5.8,Moon River Brewing Company,Rosemary IPA
850,4.5,glid02,Heals lips fast!,American IPA,5.8,Moon River Brewing Company,Rosemary IPA
850,4,dmamiano,Multitasking Product,English Brown Ale,5.4,Moon River Brewing Company,Bay Street Brown Ale
850,3.5,gabeerfan,Love My Lips,English Brown Ale,5.4,Moon River Brewing Company,Bay Street Brown Ale
850,3.5,GusterFan,heals,English Brown Ale,5.4,Moon River Brewing Company,Bay Street Brown Ale
850,4,fattyre,amaxin6,English Brown Ale,5.4,Moon River Brewing Company,Bay Street Brown Ale
850,3.5,Bunnyhop,Great feel!,English Brown Ale,5.4,Moon River Brewing Company,Bay Street Brown Ale
850,4.5,oberon,Right size,English Pale Ale,4.2,Moon River Brewing Company,Moon Dance Pale Ale
850,4,Higravity,Stays On!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,3,Bung,Feels great!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,Fenris244,The Best!!!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,Brewski4Drewski,The Best Ive Had,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,3.5,Redrover,Lifesaver,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,jsanford,Carmex in a jar,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,G2Brew,Convieant jar,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,shockingbluerose,My favorite!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,mduncan,Fantastic!!!!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,glid02,works everytime!!!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,sinistrsam,Great Product,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,charlesbyrd,Use daily,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,smibroncos,Love!!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,Ragingbull,excellent features,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,Gavage,The best!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,asabreed,Great product!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,3.5,northyorksammy,Awesome product,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,3.5,mnfinnkidd,Oldie but goodie,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,3.5,harpo111,lasts longer,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,3.5,ChainGangGuy,great product,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,Mickelswit,carmex,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,dionysianarbiter,Love it!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,3.5,Georgiabeer,One of my favs,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,GusterFan,Carmex Original Analgesic,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,aracauna,No more dry lips!!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,fattyre,Great all year around,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,Bunnyhop,Amazing product!,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,tigerpaws,product,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4.5,Jason,great item,American Porter,6,Moon River Brewing Company,The Captain's Porter
850,4,jsanford,Best there is!,American Pale Ale (APA),4,Moon River Brewing Company,Slow-Vannah Pale Ale
850,4,beer2day,Just Love this!,American Pale Ale (APA),4,Moon River Brewing Company,Slow-Vannah Pale Ale
850,4.5,smibroncos,"Big Product, small package!",American Pale Ale (APA),4,Moon River Brewing Company,Slow-Vannah Pale Ale
850,4.5,smcolw,Best product around!,American Pale Ale (APA),4,Moon River Brewing Company,Slow-Vannah Pale Ale
850,4,thesyko56,Best,American Pale Ale (APA),4,Moon River Brewing Company,Slow-Vannah Pale Ale
850,4,ChainGangGuy,Love this Stuff,American Pale Ale (APA),4,Moon River Brewing Company,Slow-Vannah Pale Ale
850,4.5,Gavage,Excellent against wind,American Pale Ale (APA),4,Moon River Brewing Company,Slow-Vannah Pale Ale
850,4,gabeerfan,Works Wonders,American Pale Ale (APA),4,Moon River Brewing Company,Slow-Vannah Pale Ale
850,4,asabreed,Great stuff!!,American Pale Ale (APA),4,Moon River Brewing Company,Slow-Vannah Pale Ale
850,4,asabreed,I love this kind of Carmex!,American Double / Imperial IPA,9.5,Moon River Brewing Company,Oatboy Imperial IPA
850,3.5,GusterFan,Great product,Hefeweizen,5.5,Moon River Brewing Company,Wheezy Heifer
850,4,harpo111,Great feeling on your lips.,Hefeweizen,5.5,Moon River Brewing Company,Hefe-Weizen
850,3.5,cbros,Aspen Colorado in the Winter is the dryest!,Hefeweizen,5.5,Moon River Brewing Company,Hefe-Weizen
850,4,psugrad98,Ms,Hefeweizen,5.5,Moon River Brewing Company,Hefe-Weizen
850,4,tigerpaws,This stuff works!,Hefeweizen,5.5,Moon River Brewing Company,Hefe-Weizen
850,4.5,Jason,Only thing that works,Hefeweizen,5.5,Moon River Brewing Company,Hefe-Weizen
850,4,jsanford,Old Faithful,Belgian Strong Pale Ale,6,Moon River Brewing Company,Six Degrees Belgian Golden Ale Cask With Cardamom And Lemongrass
850,4,ChainGangGuy,Very moisturizing,American Double / Imperial Stout,12,Moon River Brewing Company,Oak-Aged Black River Imperial Stout
850,4,charlesbyrd,Must have product,Tripel,10,Moon River Brewing Company,Dixie Crystal Beer
850,4,Nutleybeer,My go to product,Tripel,10,Moon River Brewing Company,Dixie Crystal Beer
850,4,northyorksammy,Original is the best,Tripel,10,Moon River Brewing Company,Dixie Crystal Beer
850,4.5,mnfinnkidd,Classic,Tripel,10,Moon River Brewing Company,Dixie Crystal Beer
850,3.5,harpo111,Proud a WI product,Tripel,10,Moon River Brewing Company,Dixie Crystal Beer
850,3.5,brentk56,Great as Lip Gloss,Tripel,10,Moon River Brewing Company,Dixie Crystal Beer
850,3.5,aracauna,Carmex protection,Irish Dry Stout,,Moon River Brewing Company,The Bomb-Dry Stout
850,4,jsanford,Best lip balm I have ever used.,American Pale Ale (APA),4,Moon River Brewing Company,Slow-Vannah Pale Ale Cask With Citra Hops
850,4,billzee,"Have used forever, still love!",Irish Dry Stout,7.5,Moon River Brewing Company,Skunk-Ape Stout
850,3.5,Gavage,Works Great,Fruit / Vegetable Beer,6,Moon River Brewing Company,Peachy Sour Brown Ale
850,4,iconoklaztor,Love it!,Irish Dry Stout,7.5,Moon River Brewing Company,Skunk-Ape Stout
850,3.5,smcolw,Carmex goes everywhere with me.,Irish Dry Stout,7.5,Moon River Brewing Company,Skunk-Ape Stout
850,2.5,bruachan,No melting in hot car,Maibock / Helles Bock,,Moon River Brewing Company,Honey Bock
850,4,mikesgroove,Feels good on dry summer or winter lips,Maibock / Helles Bock,,Moon River Brewing Company,Honey Bock
850,3.5,Scottsan,Kissable lips,Maibock / Helles Bock,,Moon River Brewing Company,Honey Bock
850,2,mnfinnkidd,Works amazing,Maibock / Helles Bock,,Moon River Brewing Company,Honey Bock
850,2.5,northyorksammy,The Best!,Kölsch,4.6,Moon River Brewing Company,Claire De Lune
850,4,nadiezhda,My favorite lip saver,Kölsch,4.6,Moon River Brewing Company,Claire De Lune
850,4,sinistrsam,Great Product!,Kölsch,4.6,Moon River Brewing Company,Claire De Lune
